"year","average_payroll","industry_name","industry_branch_code","category_code","product_name","average_price_value","price_value","price_unit","gdp"
2006,16483.750000000000,Ostatní činnosti,S,115101,Máslo,104.38782666666678,1.0,kg,197470142753.551
2006,16483.750000000000,Ostatní činnosti,S,116104,Jablka konzumní,30.7145466666667,1.0,kg,197470142753.551
2006,16483.750000000000,Ostatní činnosti,S,114701,Vejce slepičí čerstvá,23.494839999999968,10.0,ks,197470142753.551
2006,16483.750000000000,Ostatní činnosti,S,117401,Konzumní brambory,12.074919999999992,1.0,kg,197470142753.551
2006,16483.750000000000,Ostatní činnosti,S,111101,Rýže loupaná dlouhozrnná,21.289666666666687,1.0,kg,197470142753.551
2006,16483.750000000000,Ostatní činnosti,S,112704,Šunkový salám,116.77441333333331,1.0,kg,197470142753.551
2006,16483.750000000000,Ostatní činnosti,S,111301,Chléb konzumní kmínový,16.12364000000001,1.0,kg,197470142753.551
2006,16483.750000000000,Ostatní činnosti,S,116101,Pomeranče,24.733173333333344,1.0,kg,197470142753.551
2006,16483.750000000000,Ostatní činnosti,S,112401,Kuřata kuchaná celá,47.473759999999935,1.0,kg,197470142753.551
2006,16483.750000000000,Ostatní činnosti,S,2000001,Kapr živý,69.34977777777779,1.0,kg,197470142753.551
2006,16483.750000000000,Ostatní činnosti,S,115201,Rostlinný roztíratelný tuk,69.45212000000001,1.0,kg,197470142753.551
2006,16483.750000000000,Ostatní činnosti,S,112101,Hovězí maso zadní bez kosti,166.33740000000034,1.0,kg,197470142753.551
2006,16483.750000000000,Ostatní činnosti,S,112201,Vepřová pečeně s kostí,105.17778666666688,1.0,kg,197470142753.551
2006,16483.750000000000,Ostatní činnosti,S,117103,Papriky,35.310159999999996,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,111602,Těstoviny vaječné,26.095533333333353,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,112401,Kuřata kuchaná celá,47.473759999999935,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,2000001,Kapr živý,69.34977777777779,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,116104,Jablka konzumní,30.7145466666667,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,115101,Máslo,104.38782666666678,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,116101,Pomeranče,24.733173333333344,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,112704,Šunkový salám,116.77441333333331,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,122102,Přírodní minerální voda uhličitá,7.687920000000003,1.0,l,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,114201,Mléko polotučné pasterované,14.437839999999992,1.0,l,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,115201,Rostlinný roztíratelný tuk,69.45212000000001,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,112201,Vepřová pečeně s kostí,105.17778666666688,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,118101,Cukr krystalový,21.72661333333332,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,117103,Papriky,35.310159999999996,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,114501,Eidamská cihla,110.94665333333347,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,116103,Banány žluté,27.304640000000003,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,213201,"Pivo výčepní, světlé, lahvové",8.449613333333339,0.5,l,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,111301,Chléb konzumní kmínový,16.12364000000001,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,111201,Pšeničná mouka hladká,7.407573333333331,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,114401,Jogurt bílý netučný,5.829360000000006,150.0,g,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,117106,Mrkev,14.40926666666668,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,112101,Hovězí maso zadní bez kosti,166.33740000000034,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,111303,Pečivo pšeničné bílé,38.59642666666655,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,117401,Konzumní brambory,12.074919999999992,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,114701,Vejce slepičí čerstvá,23.494839999999968,10.0,ks,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,111101,Rýže loupaná dlouhozrnná,21.289666666666687,1.0,kg,197470142753.551
2006,40027.000000000000,Peněžnictví a pojišťovnictví,K,117101,Rajská jablka červená kulatá,57.82961333333327,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,116101,Pomeranče,24.733173333333344,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,111303,Pečivo pšeničné bílé,38.59642666666655,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,111101,Rýže loupaná dlouhozrnná,21.289666666666687,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,112201,Vepřová pečeně s kostí,105.17778666666688,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,118101,Cukr krystalový,21.72661333333332,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,116103,Banány žluté,27.304640000000003,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,112704,Šunkový salám,116.77441333333331,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,111201,Pšeničná mouka hladká,7.407573333333331,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,114701,Vejce slepičí čerstvá,23.494839999999968,10.0,ks,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,117401,Konzumní brambory,12.074919999999992,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,116104,Jablka konzumní,30.7145466666667,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,111301,Chléb konzumní kmínový,16.12364000000001,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,111602,Těstoviny vaječné,26.095533333333353,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,114501,Eidamská cihla,110.94665333333347,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,114201,Mléko polotučné pasterované,14.437839999999992,1.0,l,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,122102,Přírodní minerální voda uhličitá,7.687920000000003,1.0,l,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,115201,Rostlinný roztíratelný tuk,69.45212000000001,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,2000001,Kapr živý,69.34977777777779,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,117101,Rajská jablka červená kulatá,57.82961333333327,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,112101,Hovězí maso zadní bez kosti,166.33740000000034,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,117103,Papriky,35.310159999999996,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,213201,"Pivo výčepní, světlé, lahvové",8.449613333333339,0.5,l,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,112401,Kuřata kuchaná celá,47.473759999999935,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,115101,Máslo,104.38782666666678,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,117106,Mrkev,14.40926666666668,1.0,kg,197470142753.551
2006,24645.000000000000,"Profesní, vědecké a technické činnosti",M,114401,Jogurt bílý netučný,5.829360000000006,150.0,g,197470142753.551
2006,17850.250000000000,Stavebnictví,F,117101,Rajská jablka červená kulatá,57.82961333333327,1.0,kg,197470142753.551
2006,17850.250000000000,Stavebnictví,F,116104,Jablka konzumní,30.7145466666667,1.0,kg,197470142753.551
2006,17850.250000000000,Stavebnictví,F,112704,Šunkový salám,116.77441333333331,1.0,kg,197470142753.551
2006,17850.250000000000,Stavebnictví,F,111101,Rýže loupaná dlouhozrnná,21.289666666666687,1.0,kg,197470142753.551
2006,17850.250000000000,Stavebnictví,F,115201,Rostlinný roztíratelný tuk,69.45212000000001,1.0,kg,197470142753.551
2006,17850.250000000000,Stavebnictví,F,114701,Vejce slepičí čerstvá,23.494839999999968,10.0,ks,197470142753.551
2006,17850.250000000000,Stavebnictví,F,112201,Vepřová pečeně s kostí,105.17778666666688,1.0,kg,197470142753.551
